Year,Lyrics
2009,ones guess babe luck leave curse faithless friend life wrap arm hold tight hold tonight stronger hold thousand ways things fall apart ones fault fault maybe plan work doubt hard believe hold tight hold promise alright cause baby time hold hold tonight dream give look kind hold tight hold promise alright cause stronger hold hold gonna alright hold tonight ones 
2009,alabama arkansas holy moly apple girl love like best friend scream nothingness need heavy pumpkin chocolate home come home home home come home home home come home follow jungle dark girl love like moats boat waterfalls alleyways phone call true laugh think barefoot summer night sweeter streets afree like geeze home come home home home come home home home daddy come home remember fell outta window sure come jump fell concrete nearly break bleed place rush hospital remember tell night tell sit seat smoke cigarette think gonna fall deep deeply tell till home come home home home come home home home come home home home home home alabama arkansas moats boat waterfalls alleyways payphone call home home home home home home home home home home 
2009,mama teach daddy teach feel mama teach touch daddy show heal mama good example daddy hold mama hand mama hard handle daddy stand like walk break emotionally freeze get get wrong get hurt crawl dirt life cloud block choose child biggest scandal tell survive survival middle walk hopin barely copin get get wrong get hurt crawl dirt life cloud block hard talk deep inside hard tell truth lie get hurt crawl dirt life cloud block trip past life cloud block 
2009,darling good tonight know feel right leave yeah want need tell sweet cause come home till sing sing till home swear till home swear come tomorrow past best sweetie need tonight know want leave yeah want help feel complete know come home sing sing till home swear till home swear come tomorrow past best know need mean happen swear dare friends sway know happen eventually everybody sing everybody sing till home everybody sing swear everybody sing till home everybody sing swear everybody sing 
2009,cause want cause want heart voice sing night tomorrow bring voice sing dangle feet window frame reach floor cushion fill underneath inside come voice sing 
2009,look tear eye come come ashamed cause see dark night fall know confess stand stand hurt stand hold inside come talk hide angry like stand crossroads know path choose come cause wrong stand stand hurt stand darkest hour desert stand whoa night fall baby feel stand stand stand hurt hurt stand darkest hour desert yeah yeah yeah yeah yeah stand yeah stand hurt hurt stand darkest hour desert desert stand stand stand hurt stand stand 
2009,think tell imma cars flashy light livin like like tomorrow think tell imma cars flashy light livin like like tomorrow money need range pimp need cane bill change torch flame gotta shots linen suit flip flop bitch hair nail jeremih game slipknot stack rubber band consumers want supply demand check gettin money thing résumé think tell imma cars flashy light livin like like tomorrow think tell imma cars flashy light livin like like tomorrow like dealer ship beaucoup cars penitentiary beaucoup bar flow fry beaucoup lard hollywood grind beaucoup star need ebert paparazzi corner stop hella lick hella weed touch scorpio girl grab night like come revere kissin neck nibblin wanna chill head beer think tell imma cars flashy light livin like like tomorrow think tell imma cars flashy light livin like like tomorrow shawty stack shawty stack know stack flashy light light light flashy light light light okay ballin ballin catch tryna grab gear gear mallin middle club dolla camera flickin police clockin especially month option spotlight lonely cause flashy light light light flashy light light light 
2009,blink miss think go know like puppet palm hand like hell sleep open forgive forget tell damage deep stop stop watch fall push lose blink miss think go know like puppet palm hand damn hard come mess need know tell snake cautious head watch fall push lose blink miss think go know like puppet palm hand blink miss think go know like puppet palm hand come ooooooohhhhhh cough cough everybody moment leave right wrong stand feet breathe breathe blink miss think go know like puppet palm hand blink miss think go know like puppet palm hand 
2009,call liar call thief steal call ghost stop haunt go kill ghost lungs sigh sleep wrap tongue softly speak walk walk legs fall fall fall feet kiss call liar go kill call thief stop go call ghost stop ghost mouth talk sleep wrap tongue softly speak walk walk walk legs fall fall fall fall fall fall fall fall fall fall fall fall feet kiss 
2009,scream inside frail wither cover wound hide wall saint sinner lose nerve right wound shut eye forgive rise bury fall lead blind lose dead inside fade weary leave fall live die heaven hear know alive leave lose forever letter dead goodbye sorrow fall time days begin follow hopeless shut eye abandon shine gather break leave life lie earth inside lead follow straight light breath grow shallow stay leave know alive 
2009,yeah yeah dream want yeah think need right dream aokay worry bout cause dream welcome yeah welcome dream dream come true find perfect word sing dream play exactly want turn dope right dream welcome yeah welcome dream long know paths stone figure purpose life catch hell live content blind rule judgment live world okay follow lead world leader trouble accustom leader threat people stand life years millennium hear voice voice speak underground time voice speak vulnerabilities human emotions issue hear vividly honest story young believe dream story moon 
2009,know lose everyday fortunate life cause know mistake past tire make excuse listen couldn want method madness girl wasn clear face dance rain laugh pain time pass change want need feel like like better believe feel like dance dance know know know know choose choose choose choose choose choose choose choose felt inside feel know like couldn tell girl sense girl real face clear want want need need baby feel like like better believe better believe feel like dance dance know know know know choose choose baby choose choose girl choose choose choose know choose choose choose choose choose time people search live hop things right desire thank straight youuuu want need baby feel like like better believe better believe feel like dance dance know know know know choose choose choose choose choose choose choose yeah baby darling choose say choose choose baby baby choose girl mind choose choose choose choose choose choose choose choose 
2009,feelin tonight gonna good night tonight gonna good night tonight gonna good good night feelin tonight gonna good night tonight gonna good night tonight gonna good good night feelin woohooh tonight gonna good night tonight gonna good night tonight gonna good good night feelin woohooh tonight gonna good night tonight gonna good night tonight gonna good good night tonight night live money spend smash like jump sofa kick know ball lose feel stress wanna space losin control mazel look dance paint shut burn roof live cause feelin woohooh tonight gonna good night tonight gonna good night tonight gonna good good night feelin woohooh tonight gonna good night tonight gonna good night tonight gonna good good night tonight night live live money spend spend smash smash like like jump sofa come kick drink mazel look dance paint paint shut shut burn roof live come gotta easy come easy shoot body stop round round clock monday wednesday thursday friday saturday saturday sunday weekend know party pppparty feelin woohooh tonight gonna good night tonight gonna good night tonight gonna good good night feelin woohooh tonight gonna good night tonight gonna good night tonight gonna good good night woohoo 
2009,fall dark begin rise save breath leave lose dead cover want change world want leave colder light fuse burn path lead lose give break shut world away fall fade breath away fall watch die eye dark take forever die fall heaven lose give break shut world away fall fade breath away survive paranoid lose change proud cold blood fate shut world away break shut world away fall fade breath away survive paranoid lose change proud cold blood fate shut world away fall 
2009,check check mamas leave daddies take ride walk castle hold head high jesters kingdom master spirit free free want feel mean kill come heal janglin soul magnetic zero wartime funny gun bother say prove truth galilee laws dummy institutions dead blow trumpet want feel mean kill come heal janglin soul magnetic zero mail home mail home scare letter tail blow like whale magnetic ears want feel mean kill come heal janglin soul magnetic zero 
2009,keep simple thankful kind lovin cause simple longer wonder past ask january gettin marry talkin voice barely hear know sayin understand heart january gettin marry sick heartache sick like hepburn surrender true kind thing turn turn sound insane darkness feel weak need protect reconnect beauty missin january gettin marry longer matter circumstances bear know bird singin name tree performin mornin january gettin marry come january marry 
2009,give kick give slap smash plate head give kick give slap smash plate head black cast see blame slap stick kick remain blood stick sweat drip break lock kick teeth good kiss fist better whoa kiss fist better break spill blood floor break return watch burn blood stick sweat drip break lock kick teeth good kiss fist better whoa kiss fist better give kick give slap smash plate head give kick give slap smash plate head 
2009,long think loud suddenly dddon know forever long long time lose try follow ideal sorry socalled life waste wear real eye realize lasso tie lasso lonely pretty lack diplomacy ddon know fallout lonely matter lasso tie lasso wear real eye realize forever long long time lose forever long long time lose 
2009,walk away tell tonight happen happen word walk away okay alright leave know tell tonight word walk away okay right leave know okay time open eye worst leave dead know 
2009,feel breath sleep share pillow cold feet feel heart fell asleep beat blanket warm sheet instead watch favorite movies hold tell favorite part see million time sing music dance purple rain things like lyric commercial 
2009,things look finally think smile pull wrong right right honestly believe cross world asleep trade cause want dream anymore dream anymore fight give easily cheap shots away take grant die yesterday yesterday honestly believe cross world asleep trade cause want dream anymore dream anymore fight know world need band woahohohoh woahohohoh waste woahohohoh woahohohoh believe hang woahohohoh woahohohoh get start woahohohoh woahohohoh honestly believe cross world asleep trade cause want dream anymore dream anymore dream anymore dream anymore fight believe hang woahohohoh woahohohoh get start woahohohoh woahohohoh believe hang woahohohoh woahohohoh get start yeah get start 
2009,know come know wouldn easy start begin watch end try remember say lose inside close change mind lose want lose think leave open know break tell wouldn pull away take try remember say lose inside close change mind lose want lose pain rise fall want lose lose inside close change mind lose want lose lose lose 
2009,lovers name carve wall overlap start merge underneath maybe appear graveyards maybe fade away weather overgrow time tell meaningful hide word suddenly appear murk maybe tell word go mean disappear wall 
2009,cudi ppppokerface pppokerface ppppokerface pppokerface cudi wanna like bring friend hell night mean starin like creeper cause gotta peep mean probably sayin jockin girl yeah type tell bitch dance fuck niggas cause bitch fuck niggas cause stickin fuck niggas lickin fuck bitch cause trickin hopin rider say spit swallow niggas like know yeah yeah ppppokerface pppokerface yeah ppppokerface pppokerface kanye say want like say bring friend hell night hold bear seniority sorority explain college gettin brain library cause knowledge medulla oblongata scoliosis comatoses sleep yeah little osmosis commandment gotta champagne toast damn plan coast fuck benz park like ppppokerface pppokerface yeah ppppokerface pppokerface common say want like gotta bring friend hell night blame aaaaaalcohol hair bind fall damn cudi say pokerface book read head gooder music electro body know blow fuse stripper south lookin payday say bitch like conscious hair right conscious embody gali party raise south safari ppppokerface pppokerface yeah ppppokerface pppokerface read read read pokerface like read read read pokerface like read read read pokerface like read read read pokerface like 
2009,dear friend know flower wither mother go insane leave drift away cloud clear come revel burn incandescently like bastard burn like father bury deep water rest laurels step toe sword crown come grind come beat like moth wing spastic violently whip shake core away leave shimmer like wed ring spin dizzily floor like father bury deep water rest laurels step toe sword crown come grind like father bury deep water rest laurels step toe sword crown come grind 
2009,break hearts superstars tear guitar bitter need girl better wanna tear better wanna fight tonight better enemies friends suddenly eternally bitter believe road people lead help need better yeah wanna tear better wanna fight tonight better wanna tear better wanna fight tonight better better yeah ohohho wanna fight ohohoh better better girl better better 
2009,build coffin hammer nail build ship sail table dressers chair carve whistle care build coffin poor kings queen knock door beggar liars gypsies thieve come eager build coffin make work play days build coffin better worse bless curse fit rain unique build coffin think shame craft care throw grind fair build coffin make work play days 
2009,hard today worry past cause yesterday line cause time gotta stay grind cause time guess time time check iphone better itime need watch clock soon walk feel like clock yeah clock time check niggas measure blame pyrex bigger ride drive game bickery trickery nurseryrhyming hickory dickory blow sour hood pickery biggie puffy busta victory time like time get dress time pilot probably couldn style stewardess know take time time money time audemars flawless diamonds word call perfect time feel like favor feel like savior clock neck feel like flavor hard loso damn street fididididamn mine years time know commit zone sign dot line better check wristpiece cause time history streak hell gonna evict know stay clock bottle pop tell stop represent chicago track fabo 
2009,fight come think hold tear build careful tact astound place leave peace mind time banner year cross line hold think gonna break fall gonna small run door things come late head straight melt cliche tact astound place leave peace mind time banner year cross line hold think think think careful careful away life choose life lead life choose life lead banner year cross line hold think banner year 
2009,crunk club roll hood stomp club club fuck club nigga fuck want problem problem want problem problem want problem filthy deep wanna dead streets mouth blood soul heat oooh tryna hard hell know damn wanna feel nigga head press dead wall ball bullets like baseballs split dome straight knock hell boys play straight nut face pistol away weed head pray folks club gettin scar problem hold hold fuck nigga fuck hold gotta push nigga hold hold push nigga fuck hold shawty goddamnit poppin face pop dome learn rush muthafuckas gonna hurt nigga fall fall shit get worse problem niggas talk swang nigga fuck walk nut beat block crunk play game stack slang load thangs gettin wanna catch pretty beat 
2009,believer pretty sleeper twist mind like snow road shake shoulder prove colder inside head winter dead tell muff ears cater fear nose feet run start travel snow lyric commercial 
2009,hop plane dream cardigan welcome land fame excess whoa gonna jump time look right hollywood sign crazy everybody famous tummy turnin feelin kinda homesick pressure nervous taxi turn radio jayz song jayz song jayz song hand playin song butterfly away noddin head like yeah movin hips like yeah hand play song know gonna okay yeah party yeah party club taxi everybody lookin like chick rockin kick gotta hard girls definitely nashville party cause stilettos guess memo tummy turnin feelin kinda homesick pressure nervous drop favorite tune song song song hand playin song butterfly away noddin head like yeah movin hips like yeah hand play song know gonna okay yeah party yeah party feel like hop flight flight hometown tonight tonight stop time time play song feel alright hand play song butterfly away noddin head like yeah nnnnoddin head movin hips like yeah yeah hand play song know gonna okay gonna okay yeah party yeah party hand play song butterfly away fly away noddin head like yeah noddin head like yeah movin hips like yeah movin hips like yeah hand play song know gonna okay gonna okay yeah yeah party yeah hahahaha party 
2009,look glass shiny quickly glamour fade start spin slip time wrong pill raise deal offer raise raise raise raise rabbithearted girl freeze headlights final sacrifice raise offer raise gift come knife midas hold tight turn gold sunlight look raise face raise instead rush skyline raise wish brave lionhearted girl ready fight final sacrifice raise offer raise gift come knife midas hold tight turn gold sunlight raise raise raise raise spring shed skin blow away change wind water turn blue offer gift come knife midas hold tight turn gold sunlight gift come knife midas hold tight turn gold sunlight gift come knife midas hold tight turn gold sunlight gift 
2009,collard green cornbread gut halloween kick trickortreating clutch nigga trick flow flow tighter butt hop plane come vancouv little white boob bamboo white girls tell camp rule head shampoo assalaam alaykum oink dboy boink free cause bitch join wave nickel dim coin phrase couldn beat lear indianstyle courtside cavalier rosé beer cause get money care rroger rrroger rroger rrroger rroger rrroger rrrr young black ricos kill cnotes bitch wanna play game bingo monopoly past ahead deepthroat chick foursomes skin color mocha pussies totem pole vault stroke strike like bowl open like yawn morning sleep probably coffin hotter fuck awesome awesome repeat grandma uncles mother tyga motherfucker motherfuckers supper look hand bread cuffer dare daredevil fear motherfucker young money roroger rorororoger fuck goin fresh sharper gillette blunt pass like upset smoke quarter sudden death beast long neck sweat haha weezy motherfucker capo bitch money talk convo bitch mountain high colorado bitch flow crazy bullets chopper roof laugh bank goofball hahaha neck like violin world spin prey amen hear fucfuck hahahaha 
2009,fuck drink ladies gentlemen uhhuh ready fuck lmfao know yeah alcoholics uhhuh yeah walk club yeah eye yeah party crew yeah drink free drink free like cîroc uhhuh patrón uhhuh come party everybody shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots everybody shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots everybody ladies pour shots need excuse suck cock suck cock come crunk yeah yeah bottom round shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots everybody shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots shots everybody get drink fuck club take shots fuck club come party fuck club alcoholics hand drinkin jägerbombs lemondrops buttery nipples jello shots kamikaze wise fuck shit shots patrón rock ready shots women come time pour shots panties grind time shots cup everybody shots feel drink hand try fuck hand fuck fuck fuck fuck tryna fuck tryna fuck tryna fuck tryna fuck shots patrón rock ready shots women come time pour shots panties grind time shots cup everybody shots fuck 
2009,reach city step tonight follow power line eclipse eye tell touch know know circle round room break know skin fault get start stop know know tell tell reach city step tonight follow power line skin white underneath black night voice cry coup light love love love tell love 
2009,robotics yeah yeah yeah yeah simple simple pretty simple dream good sicker plan sicker nigga think loser figure lame cooler feel fame hate think twitterin bitch dear like bitch underdog go live song strong haters simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple wish call tell underdig damn come fool live gotta terminate hate spread positive wack cheesy little kid curse like sailor smoke weed exactly older rapper kid hand universe probably think drug addict spit cudi mama switch converse purse long booty lookin juicy stylin simple simple simple simple simple simple simple simple simple simple simple simple simple simple hero dream peace dark chapter unfold throw eerie unstable imagination intense tell dream reality rise night terrors 
2009,anybody somebody morning little anybody somebody morning little barely stand feet look mirror lord spend years believe relief lord somebody somebody anybody somebody work hard life work till ache bone home hard earn knees start pray till tear eye lord somebody somebody anybody somebody work hard everyday everybody want goin crazy water brain common sense leave believe yeah yeah yeah yeah lord somebody somebody anybody somebody feel rhythm lose beat alright gonna face defeat gotta prison cell someday gonna free lord somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody somebody anybody somebody 
2009,palisade spill kerosene feel wide awake girl obscene sing lullaby missionary call disappear hop flight serengeti plain tell know open door tell know open door go song song song think photograph show freeze rain italians bank know entertain string pearl head music catch tear mother hasn hear voice years tell know open door tell know open door go song song song song go song song song jump ride close song song song 
2009,date exist outside place dear know change star shouldn shine time dear fine fine time time draw line date cross line time get late star shouldn shine time dear fine fine time time want know wanna need talk know want want know wanna need talk know want date exist outside place dear know change star shouldn shine time dear fine fine time time star shouldn shine time dear fine fine time time 
2009,california home place flyer doves wana bring cali sit think cali cube wasn bear wanna cali happen cali cigar smoke legends shoot videos snoop get go wanna cali happen cali artist hate love young artist critique yall cheap condoms fuck yall talk support hear sound loud clear shit sound distort suppose best remove plug stutter unttil brother city club envelop young money money watch sony plasma saint laurentin competition blogging bobbin cube steady mobbin cake like crocker shit toilet problem child problem grab child hide monster hells surface earth tyga mannigga purpose amaze niggas little glacier leave body pavement swell crazy momma wanna hear organs play momma hatin momma fake like tigga basement haha groupies like facelift face naked clean akeem sacred plus hoe basic shit play playstation chick like accidents wait sport range go cage whip fresh paper platin kick asian fila prada investment send freely streetscc 
2009,easy make draw line think change miss go whoa whoa sell soul open road live life spot believe stop life turn upside meet past train track leavin come right wrong downfall gonna need follow best write songs tell sell like ones change write feel mean sincerity whoa whoa sell soul open road live life lone spot believe stop life turn upside meet past train track leavin come right wrong downfall forget mind sign dot line forget mind sign dot line spot believe stop life turn upside meet past train track leavin come right wrong spot believe stop life turn upside meet past train track leavin come right wrong downfall downfall downfall downfall downfall downfall 
2009,kiss hold face watch eye instead place call say turn look star mess star mess star mess turn heart walk away hold grind redeem second change mind speak proudly claim head blame heart mistake star mess star mess star mess turn heart walk away fall walk away star mess star mess star mess turn heart walk away fall walk away star mess star mess star mess turn heart walk away 
2009,younger daddy curse wind break heart watch try reassemble mama swear forget promise sing exist darling exception exception exception exception maybe know deep soul last ways straight face live like keep comfortable distance swear content loneliness risk exception exception exception exception tight grip reality know leave morning leave kind proof dream exception exception exception exception exception exception exception exception believe believe 
2009,hole crawl home feel wind feel rain cold believe gentle loathe obscenity life single opportunity look look dream somebody swiftly come kidnap everyday awake pray today understand feel cling reel call confound destiny feel madness inch inch convince colour like branch twist like settle foggy mist look look dream somebody swiftly come kidnap everyday awake pray today understand look look dream somebody swiftly come kidnap everyday awake pray today understand 
2009,warn people good evil soldier civilian martyr victim moment truth moment moment live moment moment fight moment fight fight fight fight right leave fight death edge earth brave world right leave fight death edge earth brave world brave world warn prophet lyric commercial 
2009,yeah young khalifa spacely gang project bring champagne paper plan rostrum record bitch gang heavy hustle deal deal yeah bitch scream fuck niggas hat money affiliate speculate land mistake lame niggas know high fuck long plan leave situation richer people talk nigga leave bitch drink champagne touch grind cloud widers cigars gang fool legend streets cause thang wear fit city chain hate talk smack know go throne throw rock cruise maximum altitudes tryna touch real suckas tryna stop live party high tell lam deplane know hate gettin paper maybe go wanna leave need shame miss plane miss plane miss plane miss plane believe wanna leave need stick wave race live fast plan change foot need brake smoke widers hash fuck bitch state valet bring cars bring plat shrimp filet celebrate buy drink couple broads niggas lonely tire have company busy try stand view life lens pan substitute teacher niggas need handout middle finger scream fuck niggas hat money affiliate bottle chronic smoke integrate speculate land mistake speak captain plane runner fool know hate gettin paper maybe go wanna leave need shame miss plane miss plane miss plane miss plane believe wanna leave need 
2009,remember wear come life think know cause word know take breath away leave maybe true live maybe better time figure rest life come undo think better remember look face roll eye taste hard breathe cause close eye drift away think okay finally believe maybe true live maybe better time figure rest life come undo think better remember wear come life think maybe true live maybe better time figure rest life come undo think live cause baby better time figure rest life figure say better better 
2009,moment honesty gotta lead tonight gonna gonna right tell come right right feel felt deserve think deserve impossible ignore wonder maybe baby unthinkable look crazy ready ready ready ready know say exactly feel mean time waste eventually gonna right right feel felt deserve know deserve impossible ignore wonder maybe baby unthinkable look crazy beautiful sayin ready ready ready ready yeah yeah sayin feel low highs clip wing away away compare suspend come wonder maybe baby unthinkable look crazy beautiful sayin ready ready ready ready ready ready ready ready 
2009,come angels come ghost come darkness bring know run scar wait prepare life door life time hammer heart glass know right wall smash pocket pills fear hasn kill suffer pain leave suffer pain fight fight fight choice fight stop fight 
2009,remember nights stay laugh smile hours remember nights drive crazy light safe sound control world like hold dream remember nights dream hop young crazy light light safe sound control world like hold dream 
2009,callin daddy daddy daddy daddy need daddy daddy daddy daddy come rain come rain twista come kick twista black caddy daddy seat pimp flow gotta feelin smokin flip track speed talkin beautiful figure astonish greek mythology body like girl movie nevermind enter atmosphere enter world lemme touch booty believe momma cold daughter astonish soul need model role playa know climbin pole cause control fatty accurate smackin makin gotta come makin rain come cuttin monkey go baby need better come politics weatherman cause everytime lookin constantly rain forcast thisaway thataway flickin ones wanna celebration champion fetti confetti come drink money hauler good better wetter come rain twista feminine everybody percieve hatred teach lesson shots adrenneline cause thats recieve immunization recession muscle hustle flow money entrepenuer ways money trippin throw money little money want ways beat play girl touch ears neck play pearl reach pant play gotta frontin fakin baby cause know take right touch stoppin cover gotta fuckin white stuff excite hold feelin come bout explosion ride animatin shakin touch body catchin convulsions thats know doin suppose choose choose think tell come twist rain 
2009,breath hold start fight begin mind care good like die lie beneath sick twist smile underneath cold jade eye turn tide cause unkind rest life hurt goodbye world undo come life get worse good like go fall life say devil disguise sing hopeless leave 
2009,underground mouth fee underground underground mouse fee underground deep lyric commercial 
2009,fight fight come home night baby soon little late message leave rain lyric commercial 
2009,search answer know lose fall wiser stand break turn hand drag fall save leave sing leave face dark leave lose fight end face dark swallow pull apart understand leave pain familiar close heart forget come save face truth sing leave face dark leave lose fight end face dark want forget try forget leave forever sing leave face dark leave lose fight end face dark hold hand hold forgive forget hold hand hold forgive forget 
2009,rain monday look like rough days time late door feel like run life jump dancefloor light end feel like know change hair change clothe change mind go goodbye hello home change style change jeans learn dream laugh everybody know home best friends little hometown wait know turn cause world crazy girl think maybe life people dream cause feel place cause know change hair change clothe change mind go goodbye hello home change style change jeans learn dream laugh everybody know home know exactly home real superstar home know away change hair change clothe change mind go goodbye hello change hair change clothe change mind go goodbye hello home change style change jeans learn dream laugh everybody know home home home home home home home 
2009,reason story forever yeah better sleep overwork pay stick repeat watch time drift away burn away reason story forever yeah better felt right need night perfect hook quit burn away reason story forever yeah better ohoh ohoh reason story forever yeah reason story forever yeah better ohoh ohoh 
2010,look dynamite wall girls like cold talk cheap bathroom stall look smooth better tell truth trade cool know better cigarette kiss lips tonight call knees crawl come keep inside blood blade suck lollipop like age pretty play cute body fool feel cause feel call knees crawl come year bear ignore feet floor afraid whoa whoa whoa call knees crawl come call knees crawl come whoa whoa whoa whoa whoa whoa 
2010,kinda wanna friends easy afraid satisfy sick like animals play pretend cannibal afraid alive sleep tonight want wait bite heart tonight want wait wait goodbye heart tonight feel chemicals kickin get heavy wanna hide wanna hide time killin deny animal inside want wait bite heart tonight want wait wait goodbye heart tonight hush hush world quiet hush hush fight mess understand whoa sleep tonight want wait bite heart tonight want wait wait wait goodbye heart tonight want wait wait goodbye heart tonight 
2010,ohhhh ohhhhh ohhhh ohhhhh ohhhh ohhhhh count play straight look hesitate time want feel quit real roll time listen heart ohhhh ohhhhh feel rush better shoot shake gotta lose luck life choose want line life gotta live time step gear break clear gotta time work right change world night gotta dream time ohhhh ohhhhh rush ohhhh ohhhhh finish start shake gotta lose luck life choose want line life gotta live time look light shin brighter look nothings dream gonna brand sound like feet grind look welcome time pretty people walk welcome good time life shake gotta lose luck life choose want line life gotta live time want line life gotta live time 
2010,skinny pant fresh pair vans niggas trip share ambulance throw blood hand gang pop niggas smoke kiesha drop niggas like sign bitch drink champagne stomach hurt patron fuck wrong murk silencer bitch mean swagger bitch yeah niggas nut loose screw bitch buck pocket yeah talk shit bitch bread bitch toast welcome murder motherfucking host weezy baby fuck throats choke speak need smoke smoke break breathe bitch niggas hat ball gate list problems tend later yeah life bitch appreciate bitch niggas hat yeah ball gate list problems tend later yeah life bitch appreciate darkass shade haters fuck bullets forget dress like skater ride like white high shit long flight night long night holiday fuck square mean shape talk shit defecate conversate weezy fuck world fuck ovulate crib pussy dominate weezy baby fornicate polo bitch pajamas tall glass shit pronounciate boogers bezel watch vomit face motherfuckers time pistol mouth try want tell motherfuckers bomb away bitch niggas hat ball gate list problems tend later life bitch appreciate bitch niggas hat ball gate list problems tend later life bitch appreciate breathe tune breathe tune yeah young young mula baby young mula baby young young mula baby breathe tune 
2010,present rainbow award accomplishments date accomplishment appearances show date appearance discography pray woman feat dapkings horn learn rainbow filmography pray woman feat dapkings horn learn rainbow good days macklemore feat kesha interview date article publisher date publish warrior legal battle award accomplishments genesis award wyler award newnownext award iheartradio music award best collaboration timber billboard music award best song timber equality gala visibility award billboard women music trailblazer award appearances show date appearance discography date song project filmography young crazy kid feat interview date article publisher date publish animal cannibal award accomplishments eska music award best artist muchmusic video award urfave international video bravo award best female singer best japan gold disc award international artist year japan gold disc award best artists award animal friendly pophiphop artist award awardwinning songs award awardwinning songs drug award awardwinning songs blow award awardwinning songs award awardwinning songs till world end spear appearances show date appearance discography animal filmography blah blah blah feat drug kiss feat kesha funny disney princess kesha blow animal interview meet singer keha seventeen 
2010,stand straight foot lift shirt stand straight foot lift shirt carry ohio swarm be marry ohio remember head hood head hood lyric commercial 
2010,whoa whoa whoa whoa listen baby leave heart breaker wanna deceive fall easy tear apart tell start baby start gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart point try hide point try evade know problem problem misbehavin fall easy tear apart tell start baby start gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart whoa whoa whoa whoa whoa know karma gonna cold like bear bone fall gonna tear apart tell start gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart whoa whoa whoa whoa 
2010,distant star come black see worlds inside head connect fall breathe dive deep force sunlight arise outer heart space break break break break break away glitter freeze eye time meet light plasma screen switch night sleep force sunlight arise heart space break break break break break break break break break 
2010,gravity mean pig away like yesterday away away away bulletproof heart hollowpoint smile runaway scar photograph dream getaway mile blow hole talk laser beam gun place bullet embrace come home cause everybody know want come save gravity mean pig away like yesterday away away away shoot room sure like company stop preach right cause care head get kind cramp know come ready motor get paper come home cause everybody know want tell truth save gravity mean pig away like yesterday away away away know hate go save black hopeless feel mean come reel hold heart darkness light shine fail leave strand go leave stand aren go leave stand aren go ones leave stand gravity mean destiny world away like yesterday away away away away yeah away away 
2010,chest chest chest chest nose nose nose nose palm palm close close wrist wrist wrist wrist lips felt like inside come reach finger feel like distance california thousand apart california wish star heart california cheek cheek cheek cheek sleep dusk curtain draw little night sheet come reach finger like distance california thousand apart california wish star heart california felt like give turn give touch feel better eye wetter confuse wanna wanna weak maybe california dream california thousand apart california wish star heart california california california thousand apart california wish star heart california california 
2010,right right close eye draw line gonna straddle lose stake walk away pretend happen backyard home plate call call hear yeah confuse thing stake walk away walk away yeah wrong like confrontation music undivided unite stake pretend happen backyard home plate call call hear yeah confuse thing stake walk away walk away yeah situation ignore cause ignorance decision come equally important share risk gotta stake walk away pretend happen backyard home plate call hear confuse thing stake walk away walk away yeah right 
2010,darkest phase march brave beneath skin constant constant crave crave maybe great magnet pull souls true maybe life feed wisdom youth constant constant crave crave crave constant crave constant constant crave crave constant constant crave crave crave constant crave 
2010,crazy beautiful life party disasters friends pretty plaster night wakin different couch night flight yeah guess doin alright ohohoh fall ohohoh come ohohoh live life ohohoh single night fight little high life little right real time time dodge douchebag guy trade waste time real crazy life people nothin try stop shit talk know bitch block sketchy phase grope shitty waitress guess work run mouth ohohoh fall ohohoh come ohohoh live life ohohoh single night fight little high life little right real time time dodge douchebag guy trade waste time real crazy life single night single night fight little high life little right real time time dodge douchebag guy trade waste time real crazy life ohohoh ohohoh ohohoh ohohoh 
2010,young excitement show time go outgrow things forever reach gold forever fade black come cold walk free come away everyday walk free come away everyday young know undertows everyday turn round go come walk free come away everyday walk free come away everyday 
2010,shit shit shit number shit shit shit number bitch sons sons bib couple formulas little pretty lids pull piss psss llllllllllet shake sign couple deal break make need mediator bum blow steam rrradiator earthquake bitch shit felt grind shake right shit bitch fuck shit aaaah pppput number lose fuck mind shit bump fuck head shit crazy stupid ugly monkeylooking bitch shit number aaaah stone flawless shooters bitch beggin bitch chef come fresh talent fuckin leave thumb bitch deaf dumb fuckin stepson know look like shit bitch spell welfare shit mistake mother shit bitch totem pole number bitch flop shit vuitton bitch shit gucci fuck cheap motherfucker shit number bitch ahhhh bitch sons sons talk bout phoenix bitch money please live muthafuckin pool tree break bitch crusty disgust ggggave bitch ride continental trust couple duffb couple wipe touch terminator bitch talk slick terminate little nappy head hoe need perminator yyyou seed spray germinator shshshshsh mmmmmmmmove bug matter fact know queen turn time go nair nappyheaded bitch shit start throw perm head shit version shit cause bunch kid number bunch nappyheaded hoe run shit shit know yeah know shit number perm head 
