Year,Place,Title,Artist,Featuring,Title_url,Released,Genre 1,Genre 2,Genre 3,Length,Label,Total Labels,Writer 1,Writer 2,Youtube
1992,1,End of the Road,Boyz II Men,,/wiki/End_of_the_Road_(Boyz_II_Men_song),1992,R&b,,,5:48,LaFace,3,"Kenneth ""Babyface"" Edmonds","Antonio ""L.A."" Reid",https://www.youtube.com/watch?v=zDKO6XYXioc
1992,2,Baby Got Back,Sir Mix-a-Lot,,/wiki/Baby_Got_Back,1992,Hip hop,Dirty rap,Miami bass,4:21,Def American,2,Sir Mix-a-Lot,,https://www.youtube.com/watch?v=X53ZSxkQ3Ho
1992,3,Jump,Kris Kross,,/wiki/Jump_(Kris_Kross_song),1992,Hip hop,,,5:09,Ruffhouse,2,Jermaine Dupri,"Joe ""The Butcher"" Nicolo",https://www.youtube.com/watch?v=010KyIQjkTk
1992,4,Save the Best for Last,Vanessa Williams,,/wiki/Save_the_Best_for_Last,1992,Pop,Soul,,3:40,Wing,2,Phil Galdston,Wendy Waldman,https://www.youtube.com/watch?v=5EdmHSTwmWY
1992,5,Baby-Baby-Baby,TLC,,/wiki/Baby-Baby-Baby,1992,,,,5:15,LaFace,2,Kenneth Edmonds,Antonio Reid,
1992,6,Tears in Heaven,Eric Clapton,,/wiki/Tears_in_Heaven,1992,Soft rock,,,4:36,Warner Bros.,1,Eric Clapton,Will Jennings,https://www.youtube.com/watch?v=JxPj3GAYYZ0
1992,7,My Lovin' (You're Never Gonna Get It),En Vogue,,/wiki/My_Lovin%27_(You%27re_Never_Gonna_Get_It),1992,Dance-pop,New jack swing,R&b,4:42,EastWest,1,Denzil Foster,Thomas McElroy,https://www.youtube.com/watch?v=JIuYQ_4TcXg
1992,8,Under the Bridge,Red Hot Chili Peppers,,/wiki/Under_the_Bridge,1992,Alternative rock,,,4:24,Warner Bros.,1,Anthony Kiedis,Flea,https://www.youtube.com/watch?v=lwlogyj7nFE
1992,9,All 4 Love,Color Me Badd,,/wiki/All_4_Love,1991,New jack swing,,,3:30,Giant,2,Bryan Abrams,Mark Calderon,
1992,10,Just Another Day,Jon Secada,,/wiki/Just_Another_Day_(Jon_Secada_song),1992,Dance-pop,Latin pop,R&b,5:27,SBK,1,Jon Secada,Miguel A. Morejon,
1992,11,I Love Your Smile,Shanice,,/wiki/I_Love_Your_Smile,1991,R&b,Pop,Dance,4:19,Motown,1,Jarvis La Rue Baker,Sylvester Jackson,
1992,12,To Be with You,Mr. Big,,/wiki/To_Be_with_You,1991,Glam metal,Soft rock,,3:27,Atlantic,1,Eric Martin,David Grahame,https://www.youtube.com/watch?v=L6-uJLteKek
1992,13,I'm Too Sexy,Right Said Fred,,/wiki/I%27m_Too_Sexy,1991,Dance-pop,,,2:50,Tug,2,Fred Fairbrass,Richard Fairbrass,https://www.youtube.com/watch?v=P5mtclwloEQ
1992,14,Black or White,Michael Jackson,,/wiki/Black_or_White,1991,Pop rock,Hip hop,,3:22,Epic,1,Michael Jackson,Bill Bottrell,
1992,15,Achy Breaky Heart,Billy Ray Cyrus,,/wiki/Achy_Breaky_Heart,1992,Country rock,Southern rock,,3:23,PolyGram,2,Don Von Tress,,https://www.youtube.com/watch?v=byQIPdHMpjc
1992,16,I'll Be There,Mariah Carey,,/wiki/I%27ll_Be_There_(The_Jackson_5_song)#Mariah_Carey_version,1970,Soul,,,3:57,Motown,1,Berry Gordy,Bob West,
1992,17,November Rain,Guns N' Roses,,/wiki/November_Rain,1992,Hard rock,Progressive rock,Glam metal,8:57,Geffen,1,Axl Rose,,https://www.youtube.com/watch?v=4_fvXrgAm1A
1992,18,Life Is a Highway,Tom Cochrane,,/wiki/Life_Is_a_Highway,1991,,,,4:26,Capitol,1,Tom Cochrane,,https://www.youtube.com/watch?v=U3sMjm9Eloo
1992,19,Remember the Time,Michael Jackson,,/wiki/Remember_the_Time,1992,R&b,New jack swing,,3:59,Epic,1,Teddy Riley,Michael Jackson,https://www.youtube.com/watch?v=LeiFF0gvqcc
1992,20,Finally,CeCe Peniston,,/wiki/Finally_(CeCe_Peniston_song),1991,House,Dance,R&b,4:09,A&M,3,CeCe Peniston,Felipe Delgado,https://www.youtube.com/watch?v=xk8mm1Qmt-Y
1992,21,This Used to Be My Playground,Madonna,,/wiki/This_Used_to_Be_My_Playground,1992,Pop,,,5:08,Sire,2,Madonna,Shep Pettibone,https://www.youtube.com/watch?v=RhXDO2a3-sE
1992,22,Sometimes Love Just Ain't Enough,Patty Smyth,Don Henley,/wiki/Sometimes_Love_Just_Ain%27t_Enough,1992,Rock,,,4:28,MCA,1,Patty Smyth,Glen Burtnik,
1992,23,Can't Let Go,Mariah Carey,,/wiki/Can%27t_Let_Go_(Mariah_Carey_song),1991,R&b,Soul,,4:27,Columbia,1,Mariah Carey,Walter Afanasieff,https://www.youtube.com/watch?v=yU1knfz15xI
1992,24,Jump Around,House of Pain,,/wiki/Jump_Around,1992,Hip hop,,,3:37,Tommy Boy,2,Lawrence Muggerud,Erik Schrody,
1992,25,Diamonds and Pearls,Prince,The New Power Generation,/wiki/Diamonds_and_Pearls_(song),1991,Pop,R&b,,4:45,Paisley Park,2,Prince,,https://www.youtube.com/watch?v=hwUKR_9Xdns
1992,26,Don't Let the Sun Go Down on Me,George Michael,Elton John,/wiki/Don%27t_Let_the_Sun_Go_Down_on_Me,1974,,,,5:35,MCA,4,Elton John,Bernie Taupin,
1992,27,Masterpiece,Atlantic Starr,,/wiki/Masterpiece_(Atlantic_Starr_song),1992,R&b,Pop,,4:55,Reprise,1,Kenny Nolan,,https://www.youtube.com/watch?v=OoclrsxO7kQ
1992,28,If You Asked Me To,Celine Dion,,/wiki/If_You_Asked_Me_To,1989,,,,3:58,MCA,1,Diane Warren,,https://www.youtube.com/watch?v=Da-RjeCObyA
1992,29,Giving Him Something He Can Feel,En Vogue,,/wiki/Something_He_Can_Feel,1976,R&b,Soul,,6:21,Atlantic,1,Curtis Mayfield,,
1992,30,Live and Learn,Joe Public,,/wiki/Live_and_Learn_(Joe_Public_song),1992,New jack swing,,,4:23,Columbia,1,Dwight Wyatt,Jake Carter,
1992,31,Come and Talk to Me,Jodeci,,/wiki/Come_and_Talk_to_Me,1992,R&b,New jack swing,,4:36,Uptown,2,Al B. Sure!,DeVante Swing,
1992,32,Smells Like Teen Spirit,Nirvana,,/wiki/Smells_Like_Teen_Spirit,1991,Grunge,Alternative rock,Hard rock,5:01,DGC,1,Kurt Cobain,Krist Novoselic,https://www.youtube.com/watch?v=hTWKbfoikeg
1992,33,Humpin' Around,Bobby Brown,,/wiki/Humpin%27_Around,1992,New jack swing,,,6:18,MCA,1,Antonio Reid,Kenneth Edmonds,https://www.youtube.com/watch?v=FWfYF-XwugY&ob
1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,,/wiki/Damn_I_Wish_I_Was_Your_Lover,1992,Rock,,,5:23,Columbia,1,Sophie B. Hawkins,,https://www.youtube.com/watch?v=Lt6r-k9Bk6o
1992,35,Tell Me What You Want Me to Do,Tevin Campbell,,/wiki/Tell_Me_What_You_Want_Me_to_Do,1991,,,,5:01,Qwest,1,Narada Michael Walden,Tevin Campbell,
1992,36,Ain't 2 Proud 2 Beg,TLC,,/wiki/Ain%27t_2_Proud_2_Beg,1991,Hip hop,New jack swing,R&b,5:37,LaFace,2,Dallas Austin,Lisa Lopes,https://www.youtube.com/watch?v=XmH4_pr6mH0
1992,37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,,/wiki/It%27s_So_Hard_to_Say_Goodbye_to_Yesterday,1975,Soul,,,3:25,Motown,1,Freddie Perren,Christine Yarian,
1992,38,Move This,Technotronic,Ya Kid K,/wiki/Move_This,1992,Eurodance,Hip house,,5:19,SBK Records,1,Manuela Kamosi,Jo Bogaert,https://www.youtube.com/watch?v=2NbpHP0dDA0
1992,39,Bohemian Rhapsody,Queen,,/wiki/Bohemian_Rhapsody,1975,Progressive rock,Hard rock,Progressive pop,5:55,EMI,1,Freddie Mercury,,https://www.youtube.com/watch?v=fJ9rUzIMcZQ
1992,40,Tennessee,Arrested Development,,/wiki/Tennessee_(Arrested_Development_song),1992,Hip hop,,,4:32,Chrysalis,2,Todd Thomas,Prince,https://www.youtube.com/watch?v=6VCdJyOAQYM
1992,41,The Best Things in Life Are Free,Luther Vandross,Janet Jackson,/wiki/The_Best_Things_in_Life_Are_Free,1992,R&b,Dance-pop,House,4:36,Perspective,2,Jimmy Jam and Terry Lewis,Michael Bivins,https://www.youtube.com/watch?v=79SNvZi3ltE
1992,42,Make It Happen,Mariah Carey,,/wiki/Make_It_Happen_(Mariah_Carey_song),1992,House,R&b,Gospel,5:08,Columbia,1,Mariah Carey,David Cole,https://www.youtube.com/watch?v=-Q6xx0JfMBI
1992,43,The One,Elton John,,/wiki/The_One_(Elton_John_song),1992,,,,5:53,MCA,2,,,https://www.youtube.com/watch?v=85B_REWeNcM
1992,44,Set Adrift on Memory Bliss,P.M. Dawn,,/wiki/Set_Adrift_on_Memory_Bliss,1991,Hip hop,,,4:10,Gee Street,2,Gary Kemp,Attrell Cordes,
1992,45,Stay,Shakespears Sister,,/wiki/Stay_(Shakespears_Sister_song),1992,Pop,Pop rock,,3:50,London,1,Siobhan Fahey,Marcella Detroit,https://www.youtube.com/watch?v=YCYaALgW80c
1992,46,2 Legit 2 Quit,Hammer,,/wiki/Too_Legit_to_Quit_(song),1991,Hip hop,New jack swing,,7:52,Capitol,1,Stanley Burrell,James Earley,
1992,47,Please Don't Go,KWS,,/wiki/Please_Don%27t_Go_(KC_and_the_Sunshine_Band_song)#KWS_version,1979,Soft rock,R&b,Soul,3:43,TK,1,Harry Wayne Casey,Richard Finch,
1992,48,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,,/wiki/Breakin%27_My_Heart_(Pretty_Brown_Eyes),1991,R&b,Slow jam,Soul,5:58,Perspective Records,1,Jeffrey Allen,Lawrence Waddell,
1992,49,Wishing on a Star,The Cover Girls,,/wiki/Wishing_on_a_Star,1978,Soul/r&b,,,4:52,Whitfield,1,Billie Rae Calvin,,
1992,50,She's Playing Hard to Get,Hi-Five,,/wiki/She%27s_Playing_Hard_to_Get,1992,New jack swing,,,4:35,Jive,1,Timmy Allen,William Walton,https://www.youtube.com/watch?v=LKLnifIvnDQ
1992,51,I'd Die Without You,P.M. Dawn,,/wiki/I%27d_Die_Without_You,1992,R&b,,,4:11,Gee Street,3,Attrell Cordes,,
1992,52,Good for Me,Amy Grant,,/wiki/Good_for_Me_(song),1992,Ccm,,,3:59,A&M,1,Tom Snow,Jay Gruska,https://www.youtube.com/watch?v=5PddJStucKQ
1992,53,All I Want,Toad the Wet Sprocket,,/wiki/All_I_Want_(Toad_the_Wet_Sprocket_song),1992,Alternative rock,Pop rock,,3:16,Columbia,1,Todd Nichols,Glen Phillips,
1992,54,When a Man Loves a Woman,Michael Bolton,,/wiki/When_a_Man_Loves_a_Woman_(song),1966,Soul,,,2:51,Atlantic,1,Calvin Lewis,Andrew Wright,
1992,55,I Can't Dance,Genesis,,/wiki/I_Can%27t_Dance,1991,Blues rock,,,4:04,Atlantic,2,Tony Banks,Phil Collins,https://www.youtube.com/watch?v=sNJVFloPIVA
1992,56,Hazard,Richard Marx,,/wiki/Hazard_(song),1992,Soft rock,,,5:17,Capitol,1,Richard Marx,,
1992,57,Mysterious Ways,U2,,/wiki/Mysterious_Ways_(song),1991,Alternative rock,Funk rock,Alternative dance,4:08,Island,1,,,https://www.youtube.com/watch?v=TxcDTUMLQJI&ob
1992,58,Too Funky,George Michael,,/wiki/Too_Funky,1992,Dance-pop,,,5:37,Columbia,2,George Michael,,https://www.youtube.com/watch?v=JQ2DVwSVIIo
1992,59,How Do You Talk to an Angel,The Heights,,/wiki/How_Do_You_Talk_to_an_Angel,1992,Pop rock,,,3:48,Capitol,1,Barry Coffing,Steve Tyrell,
1992,60,One,U2,,/wiki/One_(U2_song),1992,Rock,,,4:36,Island,1,,,https://www.youtube.com/watch?v=ftjEcrrf7r0
1992,61,Keep on Walkin',CeCe Peniston,,/wiki/Keep_on_Walkin%27_(song),1992,R&b,New jack swing,,4:30,A&M,1,"Steve ""Silk"" Hurley",Marc Williams,https://www.youtube.com/watch?v=heW3TziyFLI
1992,62,Hold on My Heart,Genesis,,/wiki/Hold_on_My_Heart,1992,Soft rock,,,4:38,Atlantic,2,Tony Banks,Phil Collins,
1992,63,The Way I Feel About You,Karyn White,,,,,,,,,,,,
1992,64,Beauty and the Beast,Celine Dion,Peabo Bryson,/wiki/Beauty_and_the_Beast_(Disney_song),1991,Show tune,,,2:44,Walt Disney,1,,,
1992,65,Warm It Up,Kris Kross,,/wiki/Warm_It_Up,1992,Hip hop,,,4:09,Ruffhouse,2,Jermaine Dupri,,https://www.youtube.com/watch?v=tAhp17Mp7Xs
1992,66,In the Closet,Michael Jackson,,/wiki/In_the_Closet,1992,New jack swing,,,6:31,Epic,1,Michael Jackson,Teddy Riley,https://www.youtube.com/watch?v=4qLY0vbrT8Q
1992,67,People Everyday,Arrested Development,,/wiki/People_Everyday,1992,,,,3:26,Chrysalis,2,Sylvester Stewart,Speech (Todd Thomas),https://www.youtube.com/watch?v=a_4Y7Cei_bw
1992,68,No Son of Mine,Genesis,,/wiki/No_Son_of_Mine,1991,,,,6:41,Atlantic,2,,,
1992,69,Wildside,Marky Mark and the Funky Bunch,,/wiki/Wildside_(Marky_Mark_and_the_Funky_Bunch_song),1991,Hip hop,,,5:07,Interscope,1,Lou Reed,Mark Wahlberg,
1992,70,Do I Have to Say the Words?,Bryan Adams,,/wiki/Do_I_Have_to_Say_the_Words%3F,1992,Pop rock,,,6:11,A&M,1,Bryan Adams,Robert Lange,
1992,71,Friday I'm in Love,The Cure,,/wiki/Friday_I%27m_in_Love,1992,Jangle pop,Pop rock,Indie pop,3:38,Fiction,2,Perry Bamonte,Boris Williams,https://www.youtube.com/watch?v=mGgMZpGYiy8
1992,72,Everything About You,Ugly Kid Joe,,/wiki/Everything_About_You_(Ugly_Kid_Joe_song),1992,Pop-metal,,,4:20,Mercury,1,Whitfield Crane,Klaus Eichstadt,
1992,73,Blowing Kisses in the Wind,Paula Abdul,,/wiki/Blowing_Kisses_in_the_Wind,1991,Pop,,,4:41,Virgin,1,Peter Lord,,https://www.youtube.com/watch?v=Z3cQ0by7yTI
1992,74,Thought I'd Died and Gone to Heaven,Bryan Adams,,/wiki/Thought_I%27d_Died_and_Gone_to_Heaven,1992,,,,5:49,A&M,1,Bryan Adams,Robert Lange,
1992,75,Rhythm Is a Dancer,Snap!,,/wiki/Rhythm_Is_a_Dancer,1992,Eurodance,Techno,,5:32,Arista,1,Benito Benites,"John ""Virgo"" Garrett III",https://www.youtube.com/watch?v=JYIaWeVL1JM
1992,76,Addams Groove,Hammer,,/wiki/Addams_Groove,1991,Pop-rap,,,3:58,Capitol,1,Stanley Kirk Burrell,Felton Pilate,
1992,77,Missing You Now,Michael Bolton,,/wiki/Missing_You_Now,1991,,,,4:40,Columbia,1,Diane Warren,Walter Afanasieff,https://www.youtube.com/watch?v=xo-jCrIRb9g
1992,78,Back to the Hotel,N2Deep,,,,,,,,,,,,
1992,79,Everything Changes,Kathy Troccoli,,,,,,,,,,,,
1992,80,Have You Ever Needed Someone So Bad,Def Leppard,,/wiki/Have_You_Ever_Needed_Someone_So_Bad,1992,,,,5:20,Mercury,1,Joe Elliott,Phil Collen,
1992,81,Take This Heart,Richard Marx,,/wiki/Take_This_Heart,1992,,,,4:10,Capitol,1,Richard Marx,,https://www.youtube.com/watch?v=hRxzRREw8Dk
1992,82,When I Look Into Your Eyes,FireHouse,,/wiki/When_I_Look_Into_Your_Eyes,1992,Glam metal,,,4:00,Epic,1,Bill Leverty,C.J. Snare,
1992,83,I Wanna Love You,Jade,,/wiki/I_Wanna_Love_You_(Jade_song),1992,,,,,Giant,1,Vassal Benford,Ronald Spearman,
1992,84,Uhh Ahh,Boyz II Men,,/wiki/Uhh_Ahh,1991,R&b,,,3:50,Motown,1,Nathan Morris,Wanya Morris,
1992,85,Real Love,Mary J. Blige,,/wiki/Real_Love_(Mary_J._Blige_song),1992,R&b,Hip hop soul,New jack swing,4:30,Uptown,2,Cory Rooney,Mark Morales,
1992,86,Justified and Ancient,The KLF,,/wiki/Justified_and_Ancient,1991,House,,,3:37,KLF Communications,1,Jimi Cauty,Bill Drummond,
1992,87,Slow Motion,Color Me Badd,,,,,,,,,,,,
1992,88,What About Your Friends,TLC,,/wiki/What_About_Your_Friends,1992,New jack swing,R&b,,4:55,LaFace,2,Dallas Austin,"Lisa ""Left Eye"" Lopes",https://www.youtube.com/watch?v=92gHq1s6G-c
1992,89,Thinkin' Back,Color Me Badd,,,,,,,,,,,,
1992,90,Would I Lie to You?,Charles & Eddie,,/wiki/Would_I_Lie_to_You%3F_(Charles_%26_Eddie_song),1992,Pop,R&b,Soul,4:38,Capitol,1,Mick Leeson,Peter Vale,https://www.youtube.com/watch?v=G_UXvcr22rM
1992,91,That's What Love Is For,Amy Grant,,/wiki/That%27s_What_Love_Is_For,1991,Ccm,,,4:17,A&M,1,Amy Grant,Mark Mueller,https://www.youtube.com/watch?v=uLVV2TaI4Wo
1992,92,Keep Coming Back,Richard Marx,,/wiki/Keep_Coming_Back_(song),1991,R&b,,,6:51,Capitol,1,Richard Marx,,
1992,93,Free Your Mind,En Vogue,,/wiki/Free_Your_Mind_(song),1992,Hard rock,Pop rock,New jack swing,4:52,East West,1,Denzil Foster,Thomas McElroy,https://www.youtube.com/watch?v=i7iQbBbMAFE
1992,94,Keep It Comin',Keith Sweat,,/wiki/Keep_It_Comin%27_(song),1991,New jack swing,,,4:10,Elektra,1,Keith Sweat,George Karras,
1992,95,Just Take My Heart,Mr. Big,,/wiki/Just_Take_My_Heart_(song),1992,,,,4:23,Atlantic,1,Eric Martin,André Pessis,
1992,96,I Will Remember You,Amy Grant,,/wiki/I_Will_Remember_You_(Amy_Grant_song),1992,Ccm,Pop,,5:06,A&M,1,Amy Grant,Gary Chapman,https://www.youtube.com/watch?v=W2wrtoloJ6k
1992,97,We Got a Love Thang,CeCe Peniston,,/wiki/We_Got_a_Love_Thang,1992,House,Dance,,5:29,A&M,2,Miller,McAllister,https://www.youtube.com/watch?v=__ugaiz323k
1992,98,Let's Get Rocked,Def Leppard,,/wiki/Let%27s_Get_Rocked,1992,,,,4:56,Mercury,1,Joe Elliott,Phil Collen,https://www.youtube.com/watch?v=BO1Nae_EBvQ
1992,99,They Want EFX,Das EFX,,/wiki/They_Want_EFX,1992,Hip hop,East coast hip hop,,3:39,East West,2,James Brown,Fred Wesley,
1992,100,I Can't Make You Love Me,Bonnie Raitt,,/wiki/I_Can%27t_Make_You_Love_Me,1991,Pop,,,5:33,Capitol,1,Mike Reid,Allen Shamblin,https://www.youtube.com/watch?v=nW9Cu6GYqxo
1993,1,I Will Always Love You,Whitney Houston,,/wiki/I_Will_Always_Love_You#Whitney_Houston_version,1974,Country,,,2:54,RCA Victor,1,Dolly Parton,,https://www.youtube.com/watch?v=lKsQR72HY0s
1993,2,Whoomp! (There It Is),Tag Team,,/wiki/Whoomp!_(There_It_Is),1993,Miami bass,,,3:45,Life Records,1,Tag Team,,
1993,3,Can't Help Falling in Love,UB40,,/wiki/Can%27t_Help_Falling_in_Love,1961,Pop,,,2:59,RCA Victor,1,Hugo Peretti,Luigi Creatore,https://www.youtube.com/watch?v=vGJTaP6anOU
1993,4,That's the Way Love Goes,Janet Jackson,,/wiki/That%27s_the_Way_Love_Goes_(Janet_Jackson_song),1993,R&b,Pop,New jack swing,4:24,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=2b_KfAGiglc
1993,5,Freak Me,Silk,,/wiki/Freak_Me,1993,R&b,,,4:36,Elektra,1,Keith Sweat,Roy Murray,
1993,6,Weak,SWV,,/wiki/Weak_(SWV_song),1993,,,,4:51,RCA,1,Brian Alexander Morgan,,https://www.youtube.com/watch?v=976b8TPPFJU
1993,7,If I Ever Fall in Love,Shai,,/wiki/If_I_Ever_Fall_in_Love,1992,A cappella,R&b,,3:09,MCA,1,"Carl ""Groove"" Martin",,
1993,8,Dreamlover,Mariah Carey,,/wiki/Dreamlover_(song),1993,Pop,R&b,,3:53,Columbia,1,Mariah Carey,Dave Hall,https://www.youtube.com/watch?v=CqBtS6BIP1E
1993,9,Rump Shaker,Wreckx-n-Effect,,/wiki/Rump_Shaker_(song),1992,Hip hop,New jack swing,,5:13,MCA,1,Teddy Riley,Pharrell Williams,
1993,10,Informer,Snow,,/wiki/Informer_(song),1992,Reggae fusion,Hip hop,Dancehall,4:28,EastWest,1,Edmond Leary,Darrin O'Brien,https://www.youtube.com/watch?v=TSffz_bl6zo
1993,11,Nuthin' but a 'G' Thang,Dr. Dre,,/wiki/Nuthin%27_but_a_%27G%27_Thang,1992,G-funk,West coast hip hop,,3:58,Death Row,2,Tracy Curry,Calvin Broadus,https://www.youtube.com/watch?v=M9LXarCq2tE
1993,12,In the Still of the Nite,Boyz II Men,,/wiki/In_the_Still_of_the_Night_(1956_song)#Boyz_II_Men_version,1956,Doo-wop,Traditional pop,,3:02,Ember,1,Fred Parris,,
1993,13,Don't Walk Away,Jade,,/wiki/Don%27t_Walk_Away_(Jade_song),1992,New jack swing,,,4:44,Giant,1,Vassal Benford III,Ronald Spearman,https://www.youtube.com/watch?v=Ry5R0l4RNqU
1993,14,Knockin' da Boots,H-Town,,/wiki/Knockin%27_da_Boots,1993,R&b,New jack swing,,5:29,Luke,1,Keven Conner,Solomon Conner,
1993,15,Lately,Jodeci,,/wiki/Lately_(Jodeci_song),1981,R&b,Soul,Ballad,4:05,Tamla,1,Stevie Wonder,,
1993,16,Dazzey Duks,Duice,,/wiki/Dazzey_Duks,1993,Miami bass,Hip hop,,4:04,Bellmark,1,Creo,LA Sno,
1993,17,Show Me Love,Robin S.,,/wiki/Show_Me_Love_(Robin_S._song),1990,House,Diva house,House-pop,4:29,Champion,3,Allen George,Fred McFarlane,https://www.youtube.com/watch?v=Ps2Jc28tQrw
1993,18,A Whole New World,Peabo Bryson,Regina Belle,/wiki/A_Whole_New_World,1992,Show tune,,,2:40,Walt Disney,1,,,
1993,19,If,Janet Jackson,,/wiki/If_(Janet_Jackson_song),1993,R&b,New jack swing,Trip hop,4:31,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=BTSd4vqnMwo
1993,20,I'm So Into You,SWV,,/wiki/I%27m_So_Into_You,1993,Swingbeat,,,4:38,RCA,1,Brian Alexander Morgan,,https://www.youtube.com/watch?v=FL-pm-xRb40
1993,21,Love Is,Vanessa Williams,Brian McKnight,/wiki/Love_Is_(Vanessa_Williams_song),1993,Pop,R&b,Soul,4:45,Giant,1,Tonio K,Michael Caruso,
1993,22,Runaway Train,Soul Asylum,,/wiki/Runaway_Train_(Soul_Asylum_song),1993,Alternative rock,Folk rock,Soft rock,4:26,Columbia,1,Dave Pirner,,https://www.youtube.com/watch?v=NRtvqT_wMeY
1993,23,I'll Never Get Over You (Getting Over Me),Exposé,,/wiki/I%27ll_Never_Get_Over_You_(Getting_Over_Me),1993,Ballad,Adult contemporary,,3:49,Arista,1,Diane Warren,,
1993,24,Ditty,Paperboy,,/wiki/Ditty_(Paperboy_song),1992,Hip hop,,,4:03,Next Plateau,1,Mitchell Johnson,Aaron Clark,
1993,25,Rhythm Is a Dancer,Snap!,,/wiki/Rhythm_Is_a_Dancer,1992,Eurodance,Techno,,5:32,Arista,1,Benito Benites,"John ""Virgo"" Garrett III",https://www.youtube.com/watch?v=JYIaWeVL1JM
1993,26,The River of Dreams,Billy Joel,,/wiki/The_River_of_Dreams,1993,Gospel,,,5:21,Columbia,1,Billy Joel,,
1993,27,I'm Gonna Be (500 Miles),The Proclaimers,,/wiki/I%27m_Gonna_Be_(500_Miles),1988,Alternative rock,Celtic rock,Folk rock,3:37,Chrysalis,1,Charlie Reid,Craig Reid,
1993,28,Two Princes,Spin Doctors,,/wiki/Two_Princes,1992,Alternative rock,Pop rock,,4:16,Epic,1,Mark White,Eric Schenkman,https://www.youtube.com/watch?v=wsdy_rct6uo
1993,29,"Right Here (Human Nature)"" / ""Downtown",SWV,,/wiki/Right_Here_(SWV_song),1992,R&b,New jack swing,,4:38,RCA,1,Brian Alexander Morgan,,
1993,30,I Have Nothing,Whitney Houston,,/wiki/I_Have_Nothing,1993,R&b,Pop,Soul,4:48,Arista,1,David Foster,Linda Thompson,https://www.youtube.com/watch?v=FxYw0XPEoKE
1993,31,Mr. Wendal,Arrested Development,,/wiki/Mr._Wendal,1992,Hip hop,,,4:06,EMI,2,Todd Thomas,Sylvester Stewart,https://www.youtube.com/watch?v=wyDjRd0Tjss
1993,32,Have I Told You Lately,Rod Stewart,,/wiki/Have_I_Told_You_Lately,1989,Celtic,Folk rock,Soft rock,4:20,Mercury,1,Van Morrison,,
1993,33,Saving Forever for You,Shanice,,/wiki/Saving_Forever_for_You,1992,Pop,,,4:27,Giant,2,Diane Warren,,
1993,34,Ordinary World,Duran Duran,,/wiki/Ordinary_World_(song),1992,Soft rock,,,5:39,Parlophone,3,Simon Le Bon,John Taylor,https://www.youtube.com/watch?v=dDLiVwpv89s
1993,35,If I Had No Loot,Tony! Toni! Toné!,,/wiki/If_I_Had_No_Loot,1993,New jack swing,,,4:01,PolyGram,2,Raphael Wiggins,Eddie Floyd,
1993,36,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,,/wiki/I%27d_Do_Anything_for_Love_(But_I_Won%27t_Do_That),1993,Wagnerian rock,,,7:48,MCA,2,Jim Steinman,,https://www.youtube.com/watch?v=9X_ViIPA-Gc
1993,37,Slam,Onyx,,/wiki/Slam_(Onyx_song),1993,Hardcore hip hop,East coast hip hop,,3:36,JMJ,2,Fred Scruggs,Kirk Jones,https://www.youtube.com/watch?v=7ADgCeYJMN4
1993,38,Looking Through Patient Eyes,P.M. Dawn,,/wiki/Looking_Through_Patient_Eyes,1993,R&b,Alternative hip hop,,4:09,Gee Street,1,Attrell Cordes,George Michael,https://www.youtube.com/watch?v=UulZ7D5yvsY
1993,39,I'm Every Woman,Whitney Houston,,/wiki/I%27m_Every_Woman#Whitney_Houston_version,1978,Disco,,,4:07,Warner Bros.,1,Nickolas Ashford,Valerie Simpson,https://www.youtube.com/watch?v=DVDCNmdi7QI
1993,40,Baby I'm Yours,Shai,,,,,,,,,,,,
1993,41,Come Undone,Duran Duran,,/wiki/Come_Undone_(Duran_Duran_song),1993,Soft rock,,,4:38,Parlophone,2,Duran Duran,,https://www.youtube.com/watch?v=Epj84QVw2rc
1993,42,I Don't Wanna Fight,Tina Turner,,/wiki/I_Don%27t_Wanna_Fight,1993,Pop,,,6:06,Parlophone,1,Lulu,Billy Lawrie,https://www.youtube.com/watch?v=Yj3WhcGoSA4
1993,43,I'd Die Without You,P.M. Dawn,,/wiki/I%27d_Die_Without_You,1992,R&b,,,4:11,Gee Street,3,Attrell Cordes,,
1993,44,"Whoot, There It Is",95 South,,"/wiki/Whoot,_There_It_Is",1993,Hip hop,Miami bass,,3:04,Wrap,1,C.C. Lemonhead,Jay Ski,
1993,45,Hip Hop Hooray,Naughty by Nature,,/wiki/Hip_Hop_Hooray,1992,Hip hop,,,4:26,Tommy Boy Records,1,Ronald Isley,Ernie Isley,https://www.youtube.com/watch?v=Rz1Xn1vzOM4
1993,46,Another Sad Love Song,Toni Braxton,,/wiki/Another_Sad_Love_Song,1993,,,,5:01,LaFace,1,Daryl Simmons,Babyface,https://www.youtube.com/watch?v=2yQ0Fll_9pM
1993,47,Will You Be There,Michael Jackson,,/wiki/Will_You_Be_There,1993,Pop,R&b,Gospel,7:41,Epic,1,Michael Jackson,,
