Year,Place,Title,Artist,Featuring,Title_url,Released,Genre 1,Genre 2,Genre 3,Length,Label,Total Labels,Writer 1,Writer 2,Youtube
1996,64,Tonite's tha Night,Kris Kross,,/wiki/Tonite%27s_tha_Night,1995,Hip hop,R&b,,3:20,So So Def,3,Kris Kross,,
1996,65,Children,Robert Miles,,/wiki/Children_(Robert_Miles_song),1995,Dream trance,Techno,,7:21,[3],5,Roberto Concina,,https://www.youtube.com/watch?v=QwqmJilXxJY
1996,66,Theme from Mission: Impossible,Adam Clayton,Larry Mullen,/wiki/Theme_from_Mission:_Impossible,1967,Theme music,,,2:31,Dot,1,Lalo Schifrin,,
1996,67,Closer to Free,BoDeans,,/wiki/Closer_to_Free,1993,,,,3:09,Slash,2,Kurt Neumann,Sam Llanas,
1996,68,Just a Girl,No Doubt,,/wiki/Just_a_Girl,1995,Ska punk,Pop-punk,Alternative rock,3:28,Interscope,2,Gwen Stefani,Tom Dumont,
1996,69,If Your Girl Only Knew,Aaliyah,,/wiki/If_Your_Girl_Only_Knew,1996,Funk,Pop,Hip hop,8:03,Blackground,2,Missy Elliott,Timbaland,https://www.youtube.com/watch?v=JUGjras2kvQ
1996,70,Lady,D'Angelo,,/wiki/Lady_(D%27Angelo_song),1996,Neo soul,,,4:05,EMI,1,D'Angelo,Raphael Saadiq,https://www.youtube.com/watch?v=YBB8valskCQ
1996,71,Key West Intermezzo (I Saw You First),John Mellencamp,,/wiki/Key_West_Intermezzo_(I_Saw_You_First),1996,,,,4:54,Mercury,1,John Mellencamp,George Green,https://www.youtube.com/watch?v=RlMPYwGWLcI
1996,72,Pony,Ginuwine,,/wiki/Pony_(Ginuwine_song),1996,R&b,Hip hop soul,,5:25,550,2,Stephen Garrett,Elgin Lumpkin,https://www.youtube.com/watch?v=lbnoG2dsUk0
1996,73,Nobody,Keith Sweat,Athena Cage,/wiki/Nobody_(Keith_Sweat_song),1996,,,,4:24,Elektra,1,,,
1996,74,Old Man & Me (When I Get to Heaven),Hootie & the Blowfish,,/wiki/Old_Man_%26_Me_(When_I_Get_to_Heaven),1996,,,,4:27,Atlantic,1,Mark Bryan,Dean Felber,
1996,75,If It Makes You Happy,Sheryl Crow,,/wiki/If_It_Makes_You_Happy,1996,Rock,,,5:23,A&M,1,Sheryl Crow,Jeff Trott,https://www.youtube.com/watch?v=dyihQtBes1I
1996,76,As I Lay Me Down,Sophie B. Hawkins,,/wiki/As_I_Lay_Me_Down,1995,Pop,,,4:11,Columbia,3,Sophie B. Hawkins,,https://www.youtube.com/watch?v=gq-4vIIJO30
1996,77,"Keep On, Keepin' On",MC Lyte,Xscape,"/wiki/Keep_On,_Keepin%27_On_(MC_Lyte_song)",1996,Hip hop,R&b,,4:35,Elektra,2,Lana Moorer,Jermaine Dupri,
1996,78,Jealousy,Natalie Merchant,,,,,,,,,,,,
1996,79,I Want to Come Over,Melissa Etheridge,,/wiki/I_Want_to_Come_Over,1996,,,,5:25,Island,1,Melissa Etheridge,,
1996,80,Who Do U Love,Deborah Cox,,/wiki/Who_Do_U_Love,1996,,,,4:47,Arista,1,Vassal Benford,"Larry ""Rock"" Campbell",https://www.youtube.com/watch?v=b07N2ipLTaw
1996,81,Un-Break My Heart,Toni Braxton,,/wiki/Un-Break_My_Heart,1996,Pop,R&b,,4:32,LaFace,1,Diane Warren,,https://www.youtube.com/watch?v=p2Rch6WvPJE
1996,82,This Is Your Night,Amber,,/wiki/This_Is_Your_Night_(song),1996,Eurodance,House,Club,3:58,Tommy Boy,1,Marie- Claire Cremers (Amber),Christian Berman,https://www.youtube.com/watch?v=TOqDdQmuypw
1996,83,You Remind Me of Something,R. Kelly,,/wiki/You_Remind_Me_of_Something,1995,R&b,,,4:10,Jive,1,Robert Kelly,,
1996,84,Runaway,Janet Jackson,,/wiki/Runaway_(Janet_Jackson_song),1995,,,,3:35,A&M,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=dMCAacKA6zg
1996,85,Set U Free,Planet Soul,,/wiki/Set_U_Free_(Planet_Soul_song),1995,Techno,Electronic,Dance,4:18,Strictly Rhythm,1,"Nadine ""Harmony"" Renee","George ""Energy"" Acosta",
1996,86,Hit Me Off,New Edition,,/wiki/Hit_Me_Off,1996,,,,4:21,MCA,1,"Phillip ""Silky"" White",Dinky Bingham,
1996,87,No One Else,Total,,/wiki/No_One_Else_(Total_song),1995,R&b,Hip hop soul,,4:20,Bad Boy,2,Terri Robinson,Sean Combs,
1996,88,My Boo,Ghost Town DJ's,,/wiki/My_Boo_(Ghost_Town_DJs_song),1996,R&b,Miami bass,Chicago house,5:46,So So Def,2,Carlton Mahone,Rodney Terry,https://www.youtube.com/watch?v=QxRiwnmYjMg
1996,89,Get Money,Junior M.A.F.I.A.,The Notorious B.I.G.,/wiki/Get_Money_(Junior_M.A.F.I.A._song),1996,Hip  hop,,,4:34,Big Beat,2,Christopher Wallace,Kimberly Jones,https://www.youtube.com/watch?v=D8rG_2ed1wg
1996,90,That Girl,Maxi Priest,Shaggy,/wiki/That_Girl_(Maxi_Priest_song),1996,,,,4:00,Virgin,1,Al Jackson Jr.,Booker T. Jones,
1996,91,Po Pimp,Do or Die,Twista,/wiki/Po_Pimp,1996,Hip hop,,,3:54,Rap-a-Lot,1,Do or Die,,
1996,92,Until It Sleeps,Metallica,,/wiki/Until_It_Sleeps,1996,Alternative rock,Hard rock,,4:30,Elektra,2,James Hetfield,Lars Ulrich,https://www.youtube.com/watch?v=F3WIHtOmkBg
1996,93,Hay,Crucial Conflict,,/wiki/Hay_(song),1996,Midwest hip hop,Rap rock,,4:20,Universal,1,Wondosas Martin,Marrico King,https://www.youtube.com/watch?v=i3LKtTUR29s
1996,94,Beautiful Life,Ace of Base,,/wiki/Beautiful_Life_(Ace_of_Base_song),1995,Eurodance,,,3:38,Mega,1,Jonas Berggren,John Ballard,https://www.youtube.com/watch?v=wh-07BzfgYY
1996,95,Back for Good,Take That,,/wiki/Back_for_Good_(song),1995,Pop,,,4:02,RCA,2,Gary Barlow,,https://www.youtube.com/watch?v=N2ICtCO8TCw
1996,96,"I Got Id"" / ""Long Road",Pearl Jam,,/wiki/I_Got_Id,1995,Alternative rock,Grunge,,10:52,Epic,1,,,
1996,97,Soon as I Get Home,Faith Evans,,/wiki/Soon_as_I_Get_Home,1995,,,,5:24,Bad Boy,2,Faith Evans,Sean Combs,https://www.youtube.com/watch?v=ylB0BIVS20U
1996,98,Macarena,Los del Río,,/wiki/Macarena_(song),1993,Flamenco,Pop,,4:12,RCA,1,Rafael Ruiz Perdigones,Antonio Romero Monge,https://www.youtube.com/watch?v=zWaymcVmJ-A
1996,99,Only Wanna Be with You,Hootie & the Blowfish,,/wiki/Only_Wanna_Be_with_You,1995,Alternative rock,Roots rock,,3:46,Atlantic,1,Mark Bryan,Dean Felber,https://www.youtube.com/watch?v=Ln6WQqRDrCo
1996,100,Don't Cry,Seal,,/wiki/Don%27t_Cry_(Seal_song),1995,Pop,Soul,R&b,6:17,ZTT,2,Seal,,https://www.youtube.com/watch?v=_geeaWHt5zk
1997,1,"Candle in the Wind 1997"" / ""Something About the Way You Look Tonight",Elton John,,/wiki/Candle_in_the_Wind_1997,1997,Pop rock,,,4:11,Rocket,2,Elton John,Bernie Taupin,
1997,2,"You Were Meant for Me"" / ""Foolish Games",Jewel,,/wiki/You_Were_Meant_for_Me_(Jewel_song),1996,,,,4:13,Atlantic,1,Jewel Kilcher,Steve Poltz,https://www.youtube.com/watch?v=4WW4qcmrJ3E
1997,3,I'll Be Missing You,Puff Daddy,Faith Evans,/wiki/I%27ll_Be_Missing_You,1997,Hip hop,R&b,Soul,5:43,Bad Boy Entertainment,2,Todd Gaither,Faith Evans,https://www.youtube.com/watch?v=NKMtZm2YuBE
1997,4,Un-Break My Heart,Toni Braxton,,/wiki/Un-Break_My_Heart,1996,Pop,R&b,,4:32,LaFace,1,Diane Warren,,https://www.youtube.com/watch?v=p2Rch6WvPJE
1997,5,Can't Nobody Hold Me Down,Puff Daddy,Mase,/wiki/Can%27t_Nobody_Hold_Me_Down,1997,Hip hop,,,3:52,BMG,3,"Sean ""Puffy"" Combs",Steve Jordan,https://www.youtube.com/watch?v=0zXis84Pi24
1997,6,I Believe I Can Fly,R. Kelly,,/wiki/I_Believe_I_Can_Fly,1996,R&b,Soul,Gospel,5:20,Jive,2,Robert Kelly,,
1997,7,Don't Let Go (Love),En Vogue,,/wiki/Don%27t_Let_Go_(Love),1996,R&b,,,4:52,EastWest,1,Andrea Martin,Ivan Matias,https://www.youtube.com/watch?v=mwhwGmoYv1s
1997,8,Return of the Mack,Mark Morrison,,/wiki/Return_of_the_Mack,1996,R&b,New jack swing,,7:20,WEA,2,Mark Morrison,,https://www.youtube.com/watch?v=uB1D9wWxd2w
1997,9,How Do I Live,LeAnn Rimes,,/wiki/How_Do_I_Live,1997,Pop,,,4:25,Curb,1,Diane Warren,,
1997,10,Wannabe,Spice Girls,,/wiki/Wannabe,1996,Dance-pop,,,2:52,Virgin,1,Spice Girls,Matt Rowe,https://www.youtube.com/watch?v=gJLIiF15wjQ
1997,11,Quit Playing Games (With My Heart),Backstreet Boys,,/wiki/Quit_Playing_Games_(With_My_Heart),1996,Pop,R&b,,3:52,Jive,1,Max Martin,Herbie Crichlow,https://www.youtube.com/watch?v=Ug88HO2mg44
1997,12,MMMBop,Hanson,,/wiki/MMMBop,1997,Pop rock,Teen pop,,4:28,Mercury,1,Isaac Hanson,Taylor Hanson,https://www.youtube.com/watch?v=NHozn0YXAeE
1997,13,For You I Will,Monica,,/wiki/For_You_I_Will_(Monica_song),1997,Pop,R&b,,4:55,Atlantic,2,Diane Warren,,https://www.youtube.com/watch?v=JYSNbY5_duo
1997,14,You Make Me Wanna...,Usher,,/wiki/You_Make_Me_Wanna...,1997,R&b,Soul,Pop,3:39,LaFace,2,Jermaine Dupri,Manuel Seal,
1997,15,Bitch,Meredith Brooks,,/wiki/Bitch_(Meredith_Brooks_song),1997,Alternative rock,,,4:12,Capitol,1,Meredith Brooks,Shelly Peiken,https://www.youtube.com/watch?v=_ivt_N2Zcts
1997,16,Nobody,Keith Sweat,Athena Cage,/wiki/Nobody_(Keith_Sweat_song),1996,,,,4:24,Elektra,1,,,
1997,17,Semi-Charmed Life,Third Eye Blind,,/wiki/Semi-Charmed_Life,1997,Alternative rock,Power pop,Pop rock,4:27,Elektra,1,Stephan Jenkins,,https://www.youtube.com/watch?v=beINamVRGy4
1997,18,Barely Breathing,Duncan Sheik,,/wiki/Barely_Breathing,1996,Pop rock,Folk-pop,,4:15,Atlantic,1,Duncan Sheik,,
1997,19,Hard to Say I'm Sorry,Az Yet,Peter Cetera,/wiki/Hard_to_Say_I%27m_Sorry,1982,Soft rock,,,5:06,Full Moon,2,Peter Cetera,David Foster,https://www.youtube.com/watch?v=1A0MPWseJIE
1997,20,Mo Money Mo Problems,The Notorious B.I.G.,Puff Daddy,/wiki/Mo_Money_Mo_Problems,1997,Hip hop,,,4:17,Bad Boy,2,Christopher Wallace,Steven Jordan,https://www.youtube.com/watch?v=gUhRKVIjJtw
1997,21,The Freshmen,The Verve Pipe,,/wiki/The_Freshmen_(song),1997,Alternative rock,Post-grunge,,4:30,RCA,2,Donny Brown,Doug Corella,
1997,22,I Want You,Savage Garden,,/wiki/I_Want_You_(Savage_Garden_song),1996,Synth-pop,,,3:53,Roadshow,2,Darren Hayes,Daniel Jones,https://www.youtube.com/watch?v=HQt6jIKNwgU
1997,23,No Diggity,Blackstreet,Dr. Dre,/wiki/No_Diggity,1996,R&b,Hip hop,,5:03,Interscope,1,Chauncey Hannibal,Teddy Riley,https://www.youtube.com/watch?v=3KL9mRus19o
1997,24,I Belong to You (Every Time I See Your Face),Rome,,/wiki/I_Belong_to_You_(Every_Time_I_See_Your_Face),1997,R&b,,,4:33,RCA,1,Jerome Woods,Gerald Baillergeau,https://www.youtube.com/watch?v=APmGdC2jb60
1997,25,Hypnotize,The Notorious B.I.G.,,/wiki/Hypnotize_(The_Notorious_B.I.G._song),1997,,,,3:59,Arista,2,Christopher Wallace,Sean Combs,https://www.youtube.com/watch?v=glEiPXAYE-U
1997,26,Every Time I Close My Eyes,Babyface,,/wiki/Every_Time_I_Close_My_Eyes,1997,R&b,Soul,Smooth jazz,4:58,Epic,2,Babyface,,https://www.youtube.com/watch?v=GbrSO81KhBY
1997,27,In My Bed,Dru Hill,,/wiki/In_My_Bed_(Dru_Hill_song),1996,R&b,Soul,,4:45,Island,1,Daryl Simmons,,https://www.youtube.com/watch?v=_Ixip0K2r10
1997,28,Say You'll Be There,Spice Girls,,/wiki/Say_You%27ll_Be_There,1996,Dance-pop,R&b,Adult contemporary,3:56,Virgin,1,Spice Girls,Eliot Kennedy,https://www.youtube.com/watch?v=9ro0FW9Qt-4
1997,29,Do You Know (What It Takes),Robyn,,/wiki/Do_You_Know_(What_It_Takes),1996,Dance-pop,R&b,,3:43,Ariola,2,Robyn,Herbie Crichlow,https://www.youtube.com/watch?v=z4n6ymEMQmk
1997,30,4 Seasons of Loneliness,Boyz II Men,,/wiki/4_Seasons_of_Loneliness,1997,,,,4:52,Motown,1,James Harris III,Terry Lewis,
1997,31,G.H.E.T.T.O.U.T.,Changing Faces,,/wiki/G.H.E.T.T.O.U.T.,1997,,,,4:28,Big Beat,2,R. Kelly,,
1997,32,Honey,Mariah Carey,,/wiki/Honey_(Mariah_Carey_song),1997,Hip hop,R&b,,5:00,Columbia,1,Mariah Carey,Sean Combs,
1997,33,I Believe in You and Me,Whitney Houston,,/wiki/I_Believe_in_You_and_Me,1983,Soul,Ballad,,4:02,Casablanca,1,Sandy Linzer,David Wolfert,
1997,34,Da' Dip,Freak Nasty,,/wiki/Da%27_Dip,1996,Miami bass,,,3:57,Triad,1,Freak Nasty,,
1997,35,2 Become 1,Spice Girls,,/wiki/2_Become_1,1996,Pop,Adult contemporary,,4:05,Virgin,1,Spice Girls,Matt Rowe,https://www.youtube.com/watch?v=FA5jsa1lR9c
1997,36,All for You,Sister Hazel,,/wiki/All_for_You_(Sister_Hazel_song),1997,Jangle-rock,Alternative rock,,3:38,Universal,1,K Block,Sister Hazel,https://www.youtube.com/watch?v=f46ulX6uwGc
1997,37,Cupid,112,,/wiki/Cupid_(112_song),1997,R&b,,,4:12,Bad Boy,2,Arnold Hennings,Courtney Sills,https://www.youtube.com/watch?v=8dtzMPApA4M
1997,38,Where Have All the Cowboys Gone?,Paula Cole,,/wiki/Where_Have_All_the_Cowboys_Gone%3F,1997,,,,4:26,Warner Bros.,2,Paula Cole,,https://www.youtube.com/watch?v=bUmKUWzbDxg
1997,39,Sunny Came Home,Shawn Colvin,,/wiki/Sunny_Came_Home,1997,Folk rock,,,4:24,Columbia,1,Shawn Colvin,John Leventhal,
1997,40,It's Your Love,Tim McGraw,Faith Hill,/wiki/It%27s_Your_Love,1997,Country,,,3:47,Curb,1,Stephony Smith,,
1997,41,Ooh Aah... Just a Little Bit,Gina G,,/wiki/Ooh_Aah..._Just_a_Little_Bit,1996,Eurodance,Techno,,3:24,Eternal,2,Simon Tauber,Steve Rodway,https://www.youtube.com/watch?v=PZZRAvpiguo
1997,42,Mouth,Merril Bainbridge,,/wiki/Mouth_(Merril_Bainbridge_song),1994,,,,3:25,Gotham,1,Merril Bainbridge,,
1997,43,All Cried Out,Allure,112,/wiki/All_Cried_Out_(Lisa_Lisa_%26_Cult_Jam_song),1986,Pop,R&b,,,Columbia,1,Curt Bedeau,Gerry Charles,
1997,44,I'm Still in Love with You,New Edition,,/wiki/I%27m_Still_in_Love_with_You_(New_Edition_song),1996,R&b,Pop,Soul,4:39,MCA,1,James Harris III,Terry Lewis,
1997,45,Invisible Man,98 Degrees,,/wiki/Invisible_Man_(song),1997,Pop,R&b,,4:41,Motown,1,Steve Kipner,,https://www.youtube.com/watch?v=WKgQPVoN088
1997,46,Not Tonight,Lil' Kim,Da Brat,/wiki/Not_Tonight_(song),1997,Hip hop,R&b,,4:31,Atlantic,2,Kimberly Jones,Lisa Lopes,
1997,47,Look into My Eyes,Bone Thugs-n-Harmony,,/wiki/Look_into_My_Eyes_(Bone_Thugs-n-Harmony_song),1997,Hip hop,,,4:28,Ruthless,2,Anthony Henderson,Steven Howse,https://www.youtube.com/watch?v=YcbdX34ygIU
1997,48,Get It Together,702,,/wiki/Get_It_Together_(702_song),1997,R&b,,,4:51,Motown,1,D. Jones,,
1997,49,All by Myself,Celine Dion,,/wiki/All_by_Myself#Celine_Dion_version,1975,Soft rock,Power ballad,,7:10,Arista,1,,,https://www.youtube.com/watch?v=h0KdR8bKHNQ
1997,50,It's All Coming Back to Me Now,Celine Dion,,/wiki/It%27s_All_Coming_Back_to_Me_Now,1989,Soft rock,,,8:22,Virgin,1,Jim Steinman,,
1997,51,My Love Is the Shhh!,Somethin' for the People,Trina & Tamara,/wiki/My_Love_Is_the_Shhh!,1997,R&b,,,5:08,Warner Bros.,1,"Curtis ""Sauce"" Wilson",Roshad Holiday,
1997,52,Where Do You Go,No Mercy,,/wiki/Where_Do_You_Go_(No_Mercy_song),1996,Dance-pop,,,4:29,BMG,2,Peter Bischof,Franz Reuther,https://www.youtube.com/watch?v=tyANFcnrM8I
1997,53,I Finally Found Someone,Barbra Streisand,Bryan Adams,/wiki/I_Finally_Found_Someone,1996,,,,3:41,Columbia,2,Barbra Streisand,Bryan Adams,https://www.youtube.com/watch?v=G8xR-8Hac3k
1997,54,I'll Be,Foxy Brown,Jay-Z,/wiki/I%27ll_Be_(Foxy_Brown_song),1997,Hip hop,,,3:00,Violator,2,Shawn Carter,Jean-Claude Olivier,
1997,55,If It Makes You Happy,Sheryl Crow,,/wiki/If_It_Makes_You_Happy,1996,Rock,,,5:23,A&M,1,Sheryl Crow,Jeff Trott,https://www.youtube.com/watch?v=dyihQtBes1I
1997,56,Never Make a Promise,Dru Hill,,/wiki/Never_Make_a_Promise,1997,R&b,Soul,,,Island,1,Daryl Simmons,,https://www.youtube.com/watch?v=JAnA6c7Jql4
1997,57,When You Love a Woman,Journey,,/wiki/When_You_Love_a_Woman,1996,,,,4:08,Columbia,1,Steve Perry,Neal Schon,https://www.youtube.com/watch?v=idE1lsqG2Vc
1997,58,Up Jumps da Boogie,Magoo,Timbaland,/wiki/Up_Jumps_da_Boogie,1997,Hip hop,,,4:55,Blackground,2,Melissa Elliott,Timothy Mosley,
1997,59,"I Don't Want To"" / ""I Love Me Some Him",Toni Braxton,,/wiki/I_Don%27t_Want_To,1997,R&b,,,4:17,LaFace,1,R. Kelly,,https://www.youtube.com/watch?v=uesdoK4Mji4
1997,60,Everyday Is a Winding Road,Sheryl Crow,,/wiki/Everyday_Is_a_Winding_Road,1996,Pop,,,4:16,A&M,1,Sheryl Crow,Jeff Trott,
1997,61,Cold Rock a Party,MC Lyte,,/wiki/Cold_Rock_a_Party,1996,Hip hop,R&b,,4:17,EastWest,1,Lana Moorer,Melissa Elliott,
1997,62,Pony,Ginuwine,,/wiki/Pony_(Ginuwine_song),1996,R&b,Hip hop soul,,5:25,550,2,Stephen Garrett,Elgin Lumpkin,https://www.youtube.com/watch?v=lbnoG2dsUk0
1997,63,Building a Mystery,Sarah McLachlan,,/wiki/Building_a_Mystery,1997,,,,4:07,Nettwerk,2,Sarah McLachlan,Pierre Marchand,
1997,64,I Love You Always Forever,Donna Lewis,,/wiki/I_Love_You_Always_Forever,1996,Pop,,,3:59,Atlantic,1,Donna Lewis,,https://www.youtube.com/watch?v=SqdWTeXWvOg
1997,65,Your Woman,White Town,,/wiki/Your_Woman,1997,Alternative pop,Funk,Electropop,4:20,Chrysalis,2,Jyoti Mishra,Harry Crosby,https://www.youtube.com/watch?v=lVL-zZnD3VU
1997,66,C U When U Get There,Coolio,40 Thevz,/wiki/C_U_When_U_Get_There,1997,,,,5:10,Tommy Boy,1,Johann Pachelbel,Artis Ivey Jr.,https://www.youtube.com/watch?v=VzDN7mCDoC0
1997,67,Change the World,Eric Clapton,,/wiki/Change_the_World,1996,Country,,,3:16,Curb,2,Tommy Sims,Gordon Kennedy,
1997,68,My Baby Daddy,B-Rock and the Bizz,,/wiki/My_Baby_Daddy,1997,Comedy hip hop,Miami bass,Dance-pop,3:34,LaFace,2,Maurice White,Al McKay,
1997,69,Tubthumping,Chumbawamba,,/wiki/Tubthumping,1997,Dance-rock,Alternative rock,Dance-punk,4:38,EMI,3,Chumbawamba,,https://www.youtube.com/watch?v=2H5uWRjFsGc
1997,70,Gotham City,R. Kelly,,/wiki/Gotham_City_(song),1997,R&b,Soul,Gospel,4:55,Warner Bros.,2,Robert Kelly,,
1997,71,Last Night,Az Yet,,/wiki/Last_Night_(Az_Yet_song),1996,R&b,,,4:27,LaFace,2,Keith Andes,Babyface,
1997,72,ESPN Presents The Jock Jam,Various Artists,,/wiki/Jock_Jam,1997,Mash-up,House,Dance,3:08,Tommy Boy Records,1,,,
1997,73,Big Daddy,Heavy D,,/wiki/Big_Daddy_(song),1997,Hip hop,R&b,,4:09,Uptown,2,Dwight Myers,,
1997,74,What About Us,Total,,/wiki/What_About_Us%3F_(Total_song),1997,R&b,Hip hop soul,,4:26,LaFace,2,Melissa Elliott,Timothy Mosley,
1997,75,Smile,Scarface,2Pac,/wiki/Smile_(Scarface_song),1997,Hip hop,R&b,,5:23,Rap-A-Lot,2,Brad Jordan,Tupac Shakur,https://www.youtube.com/watch?v=ZolA1529A2U
1997,76,What's on Tonight,Montell Jordan,,/wiki/What%27s_on_Tonight,1997,R&b,,,3:59,Def Jam,1,Montell Jordan,Donald DeGrate Jr.,
1997,77,Secret Garden,Bruce Springsteen,,/wiki/Secret_Garden_(Bruce_Springsteen_song),1995,Soft rock,,,4:30,Sony,1,Bruce Springsteen,,https://www.youtube.com/watch?v=WY1spB1J0vw
1997,78,The One I Gave My Heart To,Aaliyah,,/wiki/The_One_I_Gave_My_Heart_To,1997,Pop,R&b,,4:30,Blackground,2,Diane Warren,,
1997,79,Fly Like an Eagle,Seal,,/wiki/Fly_Like_an_Eagle_(song)#Cover_versions,1976,,,,5:57,Capitol,1,Steve Miller,,https://www.youtube.com/watch?v=Dd7uv38WsT4
1997,80,No Time,Lil' Kim,Puff Daddy,/wiki/No_Time_(Lil%27_Kim_song),1996,Dirty rap,,,5:03,Atlantic,1,Kimberly Jones,Sean Combs,
1997,81,Naked Eye,Luscious Jackson,,/wiki/Naked_Eye_(song),1996,,,,4:40,Grand Royal,2,Jill Cunniff,,
1997,82,Macarena (Bayside Boys Mix),Los del Río,,/wiki/Macarena_(song),1993,Flamenco,Pop,,4:12,RCA,1,Rafael Ruiz Perdigones,Antonio Romero Monge,https://www.youtube.com/watch?v=zWaymcVmJ-A
1997,83,On & On,Erykah Badu,,/wiki/On_%26_On_(Erykah_Badu_song),1996,Neo soul,,,3:45,Kedar,2,Erykah Badu,JaBorn Jamal,https://www.youtube.com/watch?v=-CPCs7vVz6s
1997,84,Don't Wanna Be a Player,Joe,,/wiki/Don%27t_Wanna_Be_a_Player,1997,R&b,,,5:07,Jive,1,Joe Thomas,Japhe Tejeda,
1997,85,I Shot the Sheriff,Warren G,,/wiki/I_Shot_the_Sheriff_(Warren_G_song),1973,Reggae,,,4:41,Tuff Gong,2,Bob Marley,,https://www.youtube.com/watch?v=zGO8HN1QQdI
1997,86,You Should Be Mine (Don't Waste Your Time),Brian McKnight,Mase,/wiki/You_Should_Be_Mine_(Don%27t_Waste_Your_Time),1997,R&b,Hip hop soul,,4:47,Mercury,1,"Sean ""Diddy"" Combs","Ron ""Amen-Ra"" Lawrence",
1997,87,Don't Cry for Me Argentina,Madonna,,/wiki/Don%27t_Cry_for_Me_Argentina,1976,Pop,,,5:27,MCA,1,,,
1997,88,Someone,SWV,Puff Daddy,/wiki/Someone_(SWV_song),1997,R&b,Hip hop,,4:05,RCA,1,"Harve ""Joe Hooker"" Pierre",Jeremy A. Graham,
1997,89,Go the Distance,Michael Bolton,,/wiki/Go_the_Distance,1997,Show tune,,,3:14,Walt Disney,1,,,
1997,90,One More Time,Real McCoy,,/wiki/One_More_Time_(Real_McCoy_song),1997,Eurodance,Hi-nrg,,3:51,Hansa,3,Olaf Jeglitza,Juergen Wind (J. Wind),https://www.youtube.com/watch?v=1EbRikt1bJo
1997,91,Butta Love,Next,,,,,,,,,,,,
1997,92,Coco Jamboo,Mr. President,,/wiki/Coco_Jamboo,1996,Eurodance,Reggae fusion,,3:36,WEA,1,Kai Matthiesen,Delroy Rennalls,https://www.youtube.com/watch?v=m_-Qtz70_z4
1997,93,Twisted,Keith Sweat,,/wiki/Twisted_(Keith_Sweat_song),1996,R&b,Pop,Soul,4:30,Elektra,1,Keith Sweat,Eric McCaine,https://www.youtube.com/watch?v=cP4yAnbtDZE
1997,94,Barbie Girl,Aqua,,/wiki/Barbie_Girl,1997,Bubblegum pop,Eurodance,Novelty,3:16,Universal,2,Søren Rasted,Claus Norreen,https://www.youtube.com/watch?v=ZyhrYis509A
1997,95,"When You're Gone"" / ""Free to Decide",The Cranberries,,/wiki/When_You%27re_Gone_(The_Cranberries_song),1996,Alternative rock,Pop rock,,4:57,Island,1,Dolores O'Riordan,,https://www.youtube.com/watch?v=RUmdWdEgHgk
1997,96,Let Me Clear My Throat,DJ Kool,,/wiki/Let_Me_Clear_My_Throat,1996,Hip hop,Go-go,,4:47,American Recordings,2,Robert Mickens,Claydes Smith,
1997,97,I Like It,The Blackout All-Stars,,/wiki/I_Like_It_Like_That_(Pete_Rodriguez_song)#The_Blackout_All-Stars_version,1967,Boogaloo,,,4:26,Alegre,1,Tony Pabon,Manny Rodriguez,https://www.youtube.com/watch?v=SiM9GqZG9kE
1997,98,"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,,/wiki/You%27re_Makin%27_Me_High,1996,R&b,,,4:27,LaFace,2,Kenneth Edmonds,Bryce Wilson,
1997,99,You Must Love Me,Madonna,,/wiki/You_Must_Love_Me,1996,,,,3:09,Warner Bros.,1,,,https://www.youtube.com/watch?v=lTLq2bIrndU
1997,100,Let It Go,Ray J,,/wiki/Let_It_Go_(Ray_J_song),1997,R&b,,,3:51,EastWest,2,Keith Crouch,Glenn McKinney,
1998,1,Too Close,Next,,/wiki/Too_Close_(Next_song),1998,,,,4:20,Arista,1,Kay Gee,Terry Brown,https://www.youtube.com/watch?v=kwEZRPkAAu8
1998,2,The Boy Is Mine,Brandy,Monica,/wiki/The_Boy_Is_Mine_(song),1998,R&b,Pop,,4:54,Atlantic,1,LaShawn Daniels,Rodney Jerkins,https://www.youtube.com/watch?v=qSIOp_K5GMw
1998,3,You're Still the One,Shania Twain,,/wiki/You%27re_Still_the_One,1998,Country pop,,,3:19,Mercury Nashville,1,Shania Twain,"Robert John ""Mutt"" Lange",https://www.youtube.com/watch?v=KNZH-emehxA
1998,4,Truly Madly Deeply,Savage Garden,,/wiki/Truly_Madly_Deeply_(song),1997,Pop,,,4:37,Warner Music,2,Darren Hayes,Daniel Jones,https://www.youtube.com/watch?v=WQnAxOQxQIU
1998,5,How Do I Live,LeAnn Rimes,,/wiki/How_Do_I_Live,1997,Pop,,,4:25,Curb,1,Diane Warren,,
1998,6,Together Again,Janet,,/wiki/Together_Again_(Janet_Jackson_song),1997,Dance-pop,House,,5:01,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=7SXKHiPQPhk
1998,7,All My Life,K-Ci & JoJo,,/wiki/All_My_Life_(K-Ci_%26_JoJo_song),1998,R&b,Soul,,5:30,MCA,1,Joel Hailey,Rory Bennett,https://www.youtube.com/watch?v=DXvMT_mVbqw
1998,8,"Candle in the Wind 1997"" / ""Something About the Way You Look Tonight",Elton John,,/wiki/Candle_in_the_Wind_1997,1997,Pop rock,,,4:11,Rocket,2,Elton John,Bernie Taupin,
